0.030744,9.777575,19.625153,9.917577,18.924934,-0.21161456904359,-2.05204416554889
0.0606528,9.681037,19.566308,9.917577,18.924934,-0.785159432072105,-1.87935830596744
0.0956432,9.767922,19.487847,9.868333,18.876335,-0.386167047989143,-2.14592031426992
0.1318672,9.777575,19.438809,9.917577,18.818015,-0.49779698737766,-2.44218609524164
0.1731808,9.825845,19.487847,9.927425,18.866615,-0.357828654586841,-2.46252719395283
0.2044176,9.893422,19.419194,10.006214,18.798576,-0.402203863806825,-3.02383439113397
0.254328,9.960999,19.370156,10.065306,18.788856,-0.519135939951813,-3.42907120425425
0.2844,10.009269,19.340734,10.085003,18.701377,-0.195037068267297,-3.76167729374716
0.3156528,10.057538,19.321118,10.075155,18.691657,-0.0158112584374126,-3.9000187724309
0.3656352,10.105808,19.350541,10.035760,18.594458,0.785183763502705,-4.01490602567591
0.3968864,10.115461,19.291696,10.075155,18.662497,0.198910494012515,-4.1280451399643
0.4268784,10.163731,19.291696,10.114549,18.701377,0.08201800383058,-4.29911776597552
0.4693296,10.125115,19.291696,10.055458,18.604178,0.528667273606281,-4.18181137127052
0.4981552,10.163731,19.174005,10.144095,18.575018,0.0129401255712294,-4.70830167089412
0.52816,10.192692,19.232850,10.124398,18.497259,0.704305694002075,-4.7579482265069
0.5619296,10.163731,19.223043,10.134247,18.584738,0.194191409631944,-4.60252694149708
0.5993888,10.115461,19.223043,10.144095,18.672217,-0.349939953372417,-4.38470694814333
0.6306224,10.163731,19.301503,10.065306,18.662497,0.449553420797227,-4.21296229885309
0.6606416,10.115461,19.340734,10.153944,18.740256,-0.20877332990368,-4.15695962067552
0.7031328,10.115461,19.242658,10.094852,18.740256,-0.348176153401934,-4.13934477497646
0.7306304,10.076846,19.203428,10.124398,18.720816,-0.673503124447692,-4.19604973817025
0.7618432,10.057538,19.193620,10.065306,18.672217,-0.376317663716922,-4.07474163289822
0.7981552,9.989961,19.174005,10.085003,18.759696,-1.10240159276285,-3.85929550341603
0.8431712,9.912730,19.370156,10.045609,18.866615,-0.91501329140987,-3.14958276379155
0.873128,9.883768,19.370156,10.075155,18.905495,-1.27800631027533,-3.09888052389352
0.90436,9.806537,19.438809,10.035760,18.944374,-1.30782876590039,-2.65440005715017
